id,Nursing License,Last Name,First Name,Starting Date,Shift,Cardiology Hours,Nephrology Hours,Transplant Hours,Respiratory Hours,ACEs,Preceptor,Charge RN,BLS,BLS Expiration Date,PALS,PALS Expiration Date,Employment Status,Username,Password
696667,OZ3YUH,HHAC,DRJCGZRUW,2021/12/28,AM,True,True,True,True,True,True,True,True,2024/12/02,False,2024/07/11,Full Time,dhhac08,gnQh*yYv&{
447156,I8C43I,ZMUAR,ODJYX,2019/10/26,PM,False,True,True,True,True,True,False,True,2025/03/16,True,2025/05/30,Full Time,ozmuar14,"3%}2""w8f*Bk"
530197,X7QM3M,FYHDDJXEQ,UVQEIWVD,2015/04/04,PM,True,True,True,True,False,False,True,True,2024/11/20,False,2024/04/10,Full Time,ufyhdd07,"7{""E)FzkUzO0"
655282,49IJIY,NUWFG,KYQOJ,2020/02/29,AM,True,True,True,True,True,False,True,True,2025/03/14,True,2025/01/27,Full Time,knuwfg20,$T'WWA>T6
183147,6TRPPO,UVUJNTGFD,RWUXCK,2024/07/15,PM,True,True,True,True,True,False,True,True,2025/09/24,False,2024/05/17,Part Time,ruvujn03,I]O/te\h
997949,WPQIRH,DVVFY,FOSB,2016/07/31,AM,True,True,True,True,False,False,True,False,2024/07/21,False,2024/08/26,Full Time,fdvvfy13,3TUiT&Ijb_O
495513,HDDR4H,IMA,OQXDKVNI,2015/08/02,AM,True,True,True,True,False,False,False,True,2025/01/13,True,2025/02/10,Full Time,oima18,;Ju\5@N#r
760933,CBB8SX,NPHK,ENK,2021/12/20,PM,True,True,True,True,True,False,True,True,2024/11/14,False,2024/03/29,PRN,enphk16,;j\rb-[~.y
464397,7VKTDC,MJHYIHDO,XHM,2019/06/25,AM,True,True,True,True,False,True,True,True,2025/07/29,True,2024/11/07,Full Time,xmjhyi13,CPYped_*
282372,BOLBVF,ZZPFW,IENHZA,2020/03/11,AM,True,False,True,False,True,True,True,False,2024/01/29,True,2025/10/16,PRN,izzpfw09,y548=~p6f0H
552809,69ZVHV,HZFSA,VVPLNBDPXG,2017/06/04,PM,True,True,True,True,True,False,False,False,2024/03/20,True,2025/09/02,Full Time,vhzfsa09,"JY,BD7.JkmLU"
403026,BQ7J52,KFIYHN,VSET,2016/02/01,PM,True,True,True,True,True,False,True,True,2025/04/06,True,2024/11/28,Part Time,vkfiyh05,pSR>r_S1z8o
305407,4HEZIV,PGIJGS,RGBAULE,2022/06/10,AM,True,True,True,True,False,False,False,False,2024/03/29,True,2025/10/22,Full Time,rpgijg04,SV.D!s2Kf)
845413,BTK9Q7,LAPISZT,QRFVFI,2023/10/06,AM,True,True,True,True,False,True,True,True,2025/01/07,False,2024/06/25,Part Time,qlapis12,4{QoUz*yy4}
867608,DY4UFY,YSAJAGSF,ULJHLGCYN,2017/12/24,PM,True,True,True,False,True,False,False,False,2024/04/25,False,2024/01/13,Part Time,uysaja01,PkPyQ<F~DTp
947319,INKL50,ZVQ,OXE,2018/12/16,AM,False,True,False,True,True,True,False,True,2025/01/01,True,2025/09/01,PRN,ozvq12,NL[D6+c+)-(
391512,VKC6B4,TLJRKWZUA,AGDV,2021/03/08,AM,True,True,True,False,False,True,False,True,2025/06/23,True,2025/05/11,Full Time,atljrk10,Ys4!71OfA
440012,LT67XZ,KDDVASQ,UMRMMY,2015/01/02,PM,True,True,True,True,False,False,False,True,2025/04/01,True,2024/12/21,Full Time,ukddva06,Ik3nYb]BIsz
380178,BDNRKI,YQXX,DBZRY,2020/01/07,PM,False,True,True,True,False,False,True,False,2024/01/26,False,2023/12/04,Full Time,dyqxx09,^9SP#C!B
218265,PE3ZOX,OGVMCJ,JVIL,2020/04/07,PM,True,True,True,True,True,True,False,False,2024/08/02,True,2025/07/30,Full Time,jogvmc14,iU0NZ[{n=
375427,L5MKF6,JIKACNNSEH,DOVPJXD,2019/07/15,PM,True,True,True,True,True,True,True,False,2024/01/14,True,2025/07/19,Full Time,djikac13,tRV#sF3V
782586,6PDMZE,UAHUTRS,WVPSKMZH,2018/10/06,AM,True,True,False,True,True,True,True,False,2024/07/20,True,2025/01/21,PRN,wuahut13,"'""1BuE2O:f"
596915,SW8XIH,VTWGGT,DUPUY,2021/09/29,PM,True,True,True,True,True,False,True,False,2024/03/26,False,2024/05/19,Full Time,dvtwgg09,l:CE1}A/E`
693604,IHLK5L,GMISTUK,EUZHVMZIF,2016/09/25,PM,True,False,False,True,False,False,False,False,2024/03/17,True,2024/12/02,Full Time,egmist18,lQ$+R+NT<Ye
823072,5KDZ86,WMMHV,EGGQHL,2023/09/16,PM,True,True,True,True,True,True,True,False,2023/11/26,False,2024/08/10,Full Time,ewmmhv07,%k6v_Nb;uW%:
632417,UKMEF9,EZIDMWKN,DDLG,2017/11/07,AM,True,True,True,True,True,True,True,False,2024/07/17,True,2025/06/12,Full Time,dezidm05,.(o_NL]Kft#K
820875,8GIPJR,TPT,NVLQHQASNG,2023/04/27,AM,True,False,True,True,False,False,True,True,2025/08/08,True,2025/10/11,Full Time,ntpt05,kIJNukR#s+
903267,F3Z6GF,XQUDIWHSVN,MIKOBWDE,2017/11/30,AM,True,True,True,True,True,True,False,True,2025/07/22,False,2023/12/09,Full Time,mxqudi19,L?oCArKT@D
198806,QJ8DUJ,OCY,CHQDRXMHFV,2017/09/28,AM,True,True,True,True,True,False,False,False,2024/05/13,True,2025/04/30,Part Time,cocy09,q&2`P>PQBgqp
777350,HXJ64V,ZFTGW,EUYKEWW,2023/10/26,AM,True,True,True,True,True,True,False,True,2025/01/15,False,2024/01/07,Full Time,ezftgw16,LZvTb{SM\)mB
755343,W16C6U,GHXVHRB,FGSREL,2018/08/24,PM,True,True,True,True,True,False,True,True,2025/02/06,True,2025/02/19,Part Time,fghxvh10,$n1'pBWmz
462042,IZ06ZN,ICDWZJPZSM,GGNNFMFO,2021/05/01,AM,True,True,True,True,True,False,False,False,2023/12/31,False,2024/07/31,Full Time,gicdwz16,yiLc8pxHpd6
882141,1PGQ3N,CCPEBLHR,QKVDELAYM,2015/01/22,AM,False,True,True,True,True,True,True,False,2023/12/24,True,2025/05/11,Full Time,qccpeb09,}S2\z:X9l
857594,C3Q5ON,TKVKL,SPCZ,2016/11/25,PM,False,True,True,True,True,True,False,False,2023/11/18,False,2024/06/19,Full Time,stkvkl13,=>#f^;HBkdZ
923231,2ZXS8T,ERRNR,WIYEZ,2022/07/02,AM,True,True,True,True,False,False,True,False,2023/11/21,True,2025/04/24,PRN,werrnr01,?A696(2o)C
560392,LHQ2C0,KQBVIUZAVL,EUJTYDPB,2021/11/23,AM,True,True,True,True,True,True,False,True,2025/05/30,True,2025/03/21,Full Time,ekqbvi11,"frgH1(|""fRK?"
360052,3UUVPC,TXIZHP,ZHTGUSBT,2015/06/19,PM,True,True,True,True,True,False,True,True,2025/05/11,True,2025/08/18,Part Time,ztxizh12,nu8h]jkD-
608744,X96ELR,FCJJG,ELSTQLDM,2022/03/19,AM,True,True,True,True,True,True,True,False,2023/11/11,True,2025/07/26,Full Time,efcjjg11,L+jk=wfGZ>
640302,H9S6OS,SDKQLTEQ,ZUDXCVX,2024/10/17,AM,True,False,True,True,True,True,True,True,2025/04/01,True,2025/09/10,Part Time,zsdkql13,"""H7=5$$`9"
792710,45FABD,KQV,WALRAO,2017/09/22,AM,True,True,True,True,True,True,True,False,2024/05/17,True,2025/03/16,Part Time,wkqv14,K8VS2WKWY&r
360321,T7ZBBI,DAGV,OQXWSR,2016/01/02,PM,True,True,True,True,True,True,True,True,2025/05/24,False,2023/11/10,Part Time,odagv18,<Gs6X1[y9u?G
160198,NK3D8E,NTSUNZNM,QKMCGHI,2020/12/12,AM,True,True,True,True,True,True,False,True,2025/10/04,False,2024/04/03,Full Time,qntsun03,!2)B-|[YY&>
703039,SFSSYZ,CGTGYOAFPG,GSKSDO,2017/12/04,AM,False,True,True,True,True,True,True,True,2025/04/06,False,2024/07/12,PRN,gcgtgy07,rA$?}BHu\`pb
865007,EYTIK8,DTGG,YSV,2016/05/27,PM,True,True,True,True,True,True,False,False,2024/04/29,True,2025/02/01,Full Time,ydtgg09,9Zxdu8f+cZ
575024,5ZMTOP,THNNT,TWUNHJ,2021/04/08,AM,True,True,True,True,False,True,True,False,2024/10/08,False,2023/11/15,Full Time,tthnnt03,}fvY9$?Q3
176472,46ORR7,MGRQA,WMGZVCCX,2016/09/05,AM,True,True,True,True,True,False,False,False,2024/06/29,False,2024/05/23,Full Time,wmgrqa04,m/q@z=00S
357146,4LSJFK,IGFNJSRQYG,NCEQX,2016/08/16,PM,False,True,True,True,False,True,True,True,2025/03/20,False,2023/12/09,Part Time,nigfnj19,mo.'ya#sIZZE
